full_name,H,albedo,a,e,i,long_node,arg_peri,anomaly,peri,apo,period
 14827 Hypnos (1986 JK),18.3,,2.842275507,0.66607219,1.979918351,57.95468518,238.1532424,134.1361707,0.949114834,4.735436179,4.791896852
 15745 Yuliya (1991 PM5),17.32,,1.719534604,0.255198359,14.42871324,132.6144764,140.6003485,118.206465,1.280712194,2.158357014,2.254885959
 15817 Lucianotesi (1994 QC),18.39,,1.324579167,0.118109528,13.87302654,162.4870377,94.26471401,281.6522248,1.168133747,1.481024586,1.524491764
 16064 Davidharvey (1999 RH27),16.67,0.02,2.84870247,0.589018232,4.539199682,335.5681175,104.77261,157.0525363,1.170764778,4.526640161,4.808159217
 16636 (1993 QP),18.65,,2.309112054,0.468348961,7.211451347,296.8148361,47.30810167,336.696314,1.227641822,3.390582287,3.508938164
 16657 (1993 UB),16.7,,2.277637193,0.460189567,24.94088667,31.20270599,21.24659885,11.17225586,1.229492319,3.325782068,3.43743917
 16816 (1997 UF9),16.12,,1.442474355,0.603937568,25.90929636,37.16282464,157.9459265,130.5948772,0.571309901,2.313638808,1.732488471
 16834 (1997 WU22),15.66,0.22,1.468022264,0.441989134,15.98821669,260.7971063,334.3216466,300.3328991,0.819172375,2.116872154,1.778718269
 16912 Rhiannon (1998 EP8),17.89,,1.751331017,0.272529746,24.5218283,169.1789485,221.2237758,132.6571666,1.27404122,2.228620815,2.317717828
 16960 (1998 QS52),14.32,,2.200923127,0.859016112,17.52244366,260.2119899,243.1947093,305.0497985,0.3102947,4.091551554,3.265243045
 17181 (1999 UM3),16.4,,2.370224368,0.674041182,10.65448731,113.5672211,36.79810403,310.5371787,0.772595534,3.967853201,3.649155669
 17182 (1999 VU),17.01,0.028,1.387058832,0.553374235,9.272873308,333.5237153,203.1278857,19.40082068,0.619496211,2.154621453,1.633618058
 17188 (1999 WC2),16.37,0.147,2.215690697,0.636805985,29.44871353,269.791154,287.2571371,172.5059086,0.8047256,3.626655794,3.298161392
 17274 (2000 LC16),16.72,0.037,2.734495097,0.553676656,5.569621063,305.7520161,21.33288763,226.7316333,1.220468996,4.248521197,4.521930943
 17511 (1992 QN),17.21,,1.189966118,0.358905054,9.583487526,355.9195489,202.3575672,176.4611969,0.762881264,1.617050971,1.298105816
 18106 Blume (2000 NX3),17.7,,2.445046793,0.511887396,4.21982494,109.1972899,234.9266208,162.0997593,1.193458157,3.69663543,3.823305177
 18109 (2000 NG11),17.08,,1.880891002,0.367673912,0.807889305,59.52689661,319.2321666,17.54437829,1.18933645,2.572445554,2.579607586
 18172 (2000 QL7),15.61,,2.42408911,0.511097335,17.83375477,338.4634521,100.7471651,147.9653352,1.185143625,3.663034594,3.774253556
 18736 (1998 NU),15.94,,2.35098387,0.490254738,2.805840107,297.4653638,222.8832249,230.2375326,1.198402889,3.503564852,3.604812468
 18882 (1999 YN4),15.98,,1.684970062,0.232129163,36.81403266,291.6942498,242.6789018,227.3790252,1.293839372,2.076100753,2.187240232
 19356 (1997 GH3),16.76,0.34,2.50297622,0.562572806,3.003657179,186.6881192,333.8738787,55.73374442,1.094869864,3.911082577,3.959982691
 19764 (2000 NF5),16.09,0.342,2.232768341,0.443089684,1.326248407,281.5091495,9.567358031,111.341086,1.243451723,3.22208496,3.336366107
 20086 (1994 LW),16.7,,3.183894501,0.623219954,21.77111113,237.1776594,57.95483358,267.107342,1.199627915,5.168161087,5.681280153
 20236 (1998 BZ7),17.66,,2.03604672,0.558622342,6.50153696,111.5039685,104.2217757,354.1585971,0.898665533,3.173427908,2.905292154
 20255 (1998 FX2),18.29,,2.152444792,0.491189164,9.954002142,180.9261655,17.59292168,128.5838269,1.095187233,3.209702351,3.157957158
 20425 (1998 VD35),20.4,,1.565003094,0.47650427,6.983305592,227.3211612,296.2214441,146.4006994,0.819272437,2.310733751,1.957857157
 20429 (1998 YN1),17.6,,1.555920034,0.464188688,6.299427987,61.75521112,147.615926,151.1562443,0.833679554,2.278160513,1.940837217
 20460 Robwhiteley (1999 LO28),15.19,0.199,1.876543524,0.412075843,33.94120196,280.0737912,283.6367722,242.0493543,1.10326527,2.649821778,2.570669027
 20790 (2000 SE45),16.38,,2.747182744,0.558465188,8.329204752,302.963941,169.0094467,180.0714158,1.212976818,4.28138867,4.553439043
 20826 (2000 UV13),13.83,0.123,2.423415002,0.633508403,31.91190723,347.3152176,198.6056074,138.120905,0.888161234,3.958668771,3.772679311
 21088 Chelyabinsk (1992 BL2),14.31,0.206,1.706617281,0.23859824,38.45873167,297.8461693,27.14605991,216.0775441,1.299421401,2.113813161,2.229525329
 21277 (1996 TO5),16.12,,2.376786449,0.520535029,20.95212417,167.3804993,250.1460034,243.2497867,1.139585847,3.613987051,3.664320449
 21374 (1997 WS22),17.45,,1.269403224,0.120517873,23.97969466,59.21085871,197.212107,339.5898906,1.116417447,1.422389,1.430235645
 22099 (2000 EX106),17.88,0.444,1.104422557,0.27632946,9.845526746,136.45524,186.5815766,17.75022333,0.799238068,1.409607046,1.160676268
 22753 (1998 WT),17.51,,1.219022023,0.569864015,3.204302125,307.4064865,324.7717769,3.566122722,0.524345239,1.913698808,1.345939473
 22771 (1999 CU3),16.81,,1.576209387,0.524146495,11.40204097,338.9495075,305.8082621,17.235625,0.750044761,2.402374012,1.978923777
 23183 (2000 OY21),16.04,0.64,1.824021619,0.40080765,40.97467036,119.656113,301.4679439,117.4035044,1.0929398,2.555103438,2.463503448
 23187 (2000 PN9),16.01,,1.846864203,0.589332426,51.33302112,164.3067982,293.5593623,54.63765123,0.758447241,2.935281164,2.509924441
 23548 (1994 EF2),17.36,,2.289989311,0.517380721,23.43581434,345.8694675,124.3141862,330.5629535,1.105192991,3.474785632,3.46544001
 23606 (1996 AS1),18.31,0.123,1.750285297,0.361052011,14.36034339,296.6438438,357.5546609,197.7845366,1.11834127,2.382229324,2.315642272
 23714 (1998 EC3),16.8,,2.127570831,0.516729998,8.399215823,127.8514924,128.9771888,142.7545289,1.02819116,3.226950501,3.103374902
 24443 (2000 OG),16.37,,2.310848398,0.822147516,25.75059116,178.1211889,231.1752737,329.7452982,0.410990127,4.210706668,3.512896741
 24445 (2000 PM8),14.69,,2.210617399,0.545522319,23.77523182,203.1515274,219.0862511,118.3118824,1.00467627,3.416558529,3.286840111
 24475 (2000 VN2),16.3,,1.974397366,0.44215116,14.63922022,76.47424762,32.63461449,146.3421764,1.10141528,2.847379451,2.774342319
 24761 Ahau (1993 BW2),17.28,,1.334832334,0.305802305,21.9238888,121.0596946,287.5248594,196.5342134,0.926637529,1.743027138,1.542226919
 25143 Itokawa (1998 SF36),18.95,,1.324198516,0.280088861,1.621223075,69.07745337,162.8196121,83.76654566,0.953305262,1.69509177,1.52383466
 25330 (1999 KV4),16.63,0.052,1.540557213,0.370833809,14.32526578,50.55503726,86.07859462,228.4761597,0.969266514,2.111847911,1.912163173
 25916 (2001 CP44),13.68,0.177,2.561997882,0.498015487,15.7428134,94.68497222,199.7483509,256.5051961,1.286083258,3.837912506,4.100873302
 26166 (1995 QN3),16.86,,3.299567869,0.644828905,14.78774044,185.7243824,62.88890554,133.479122,1.171911134,5.427224603,5.993683429
 26310 (1998 TX6),19.01,,2.140385109,0.468812892,5.375328591,210.8750675,98.8575667,124.9723067,1.136944976,3.143825241,3.131454339
 26379 (1999 HZ1),18,,1.606239921,0.576118711,8.678552449,252.1158171,200.6039328,16.85477077,0.680855048,2.531624793,2.035747103
 26663 (2000 XK47),18.1,,1.545715854,0.47206577,13.53611123,303.6693393,231.1271069,211.4766136,0.816036309,2.275395399,1.921775686
 26760 (2001 KP41),15.33,0.042,2.850652688,0.558126607,11.02330782,146.2452128,155.1750181,42.75205898,1.259627574,4.441677802,4.813097551
 26817 (1987 QB),19.02,0.027,2.801873196,0.594753479,3.498453789,153.1945629,156.536545,84.19858874,1.135449365,4.468297027,4.690087197
 27002 (1998 DV9),18.23,,1.7435803,0.434027739,8.702026054,130.3657697,0.785848565,48.38640831,0.986818085,2.500342515,2.302348872
 27031 (1998 RO4),17.89,,2.139694197,0.425309571,5.354667807,191.8731391,111.7946734,123.5699873,1.229661777,3.049726618,3.129938222
 27346 (2000 DN8),15.83,0.256,1.874872073,0.398967931,36.95022859,135.2094422,269.2690852,192.9746067,1.126858241,2.622885904,2.567235221
 29075 (1950 DA),17.19,0.07,1.698632072,0.507737252,12.16791431,356.6535305,224.6921465,47.17753075,0.836173292,2.561090853,2.213895829
 30825 (1990 TG1),14.69,,2.436180948,0.680966973,8.739158465,205.0211406,33.70526662,88.21034703,0.777222183,4.095139712,3.802528834
 30997 (1995 UO5),17.05,,1.560057485,0.643301754,36.2143029,38.66829134,151.076175,317.3170115,0.556469769,2.563645201,1.948583876
 31210 (1998 BX7),16.39,,2.603520051,0.502399139,8.958353532,144.9208881,271.4141376,235.236181,1.295513818,3.911526284,4.200970119
 31221 (1998 BP26),17.21,,1.723385901,0.25689503,20.2214676,331.0372341,186.6880587,120.4430618,1.280656628,2.166115175,2.262465711
 31345 (1998 PG),17.37,,2.015650373,0.391438338,6.502520937,222.7101415,156.1340268,336.2401649,1.226647542,2.804653205,2.861745491
 31346 (1998 PB1),17.16,,2.029463998,0.429985053,5.963786936,299.7325316,350.534195,337.8937391,1.156824814,2.902103183,2.891213943
 31662 (1999 HP11),19.4,,1.597568423,0.548046067,18.81697008,13.94833342,312.0189065,291.2058065,0.722027332,2.473109514,2.019283999
 31669 (1999 JT6),15.87,,2.135872989,0.578348633,9.542983415,78.81829341,39.10014811,77.33814067,0.900593766,3.371152212,3.121557488
 32906 (1994 RH),15.81,,2.248211361,0.439991521,18.93830847,331.1814969,92.281674,310.6737454,1.259017425,3.237405297,3.371040028
 33342 (1998 WT24),17.85,0.654,0.718825264,0.417589228,7.366990987,81.68020515,167.5435689,240.1018689,0.418651577,1.018998951,0.609457185
 34613 (2000 UR13),15.99,,2.068746691,0.387436409,6.175872421,315.283701,286.202639,101.5289416,1.267238902,2.870254481,2.975563187
 35107 (1991 VH),16.76,0.408,1.13735448,0.144225656,13.91166879,139.3494826,206.9442534,202.1837618,0.973318784,1.301390176,1.212975325
 35396 (1997 XF11),16.9,0.772,1.442714818,0.484028864,4.099088716,213.7304205,102.9514129,306.9999096,0.744399203,2.141030432,1.732921703
 35432 (1998 BG9),19.3,,2.502136796,0.544912372,13.1371265,115.3313222,1.617345625,319.4293432,1.1386915,3.865582092,3.957990766
 35670 (1998 SU27),19.3,,2.121733876,0.59615994,7.139920869,271.3480382,169.853296,106.4487692,0.856841137,3.386626615,3.090612579
 36017 (1999 ND43),19.17,,1.523398516,0.314272862,5.550085035,332.0834035,52.10025571,199.6111481,1.044635705,2.002161327,1.880305839
 36183 (1999 TX16),16.3,0.089,1.551331456,0.332356542,38.21899405,54.65705057,311.1741085,114.3425943,1.035736298,2.066926615,1.932257939
 36236 (1999 VV),15.89,,1.332442772,0.42369484,58.03764317,241.0769425,19.78015934,148.9982167,0.767893645,1.896991899,1.538087527
 36284 (2000 DM8),14.94,,1.483734698,0.553735466,46.77159124,323.1633469,317.9627552,192.1206588,0.662138173,2.305331222,1.807351324
 37336 (2001 RM),15.68,,2.252816654,0.48369381,36.67159814,223.6549401,117.9993596,318.723723,1.163143183,3.342490125,3.381403317
 37638 (1993 VB),19.3,,1.909409561,0.519899982,5.081974344,145.6003053,323.1294208,147.6633222,0.916707565,2.902111558,2.63849844
 37655 Illapa (1994 PM),17.81,,1.478005404,0.752244876,18.02658749,139.552806,303.8713124,314.4471475,0.366183412,2.589827396,1.796893076
 38071 (1999 GU3),19.48,,2.090009547,0.506965446,12.73419656,195.4910915,8.840095243,129.0739573,1.030446924,3.149572169,3.021555717
 38086 Beowulf (1999 JB),17.32,0.469,1.420080911,0.566336375,23.67433866,165.3278679,178.9463612,335.6687793,0.615837436,2.224324387,1.69230188
 38091 (1999 JT3),16.15,0.092,2.169957531,0.40109206,9.33068221,64.83485461,225.1185191,295.1043986,1.299604794,3.040310268,3.196576141
 38239 (1999 OR3),18.2,,2.034993618,0.575687505,9.438286572,199.9531298,28.08570989,221.3489229,0.86347322,3.206514016,2.903038393
 39565 (1992 SL),18.43,,1.641944789,0.334308849,8.598640677,0.957238523,344.7671563,252.0312103,1.093028116,2.190861461,2.104001411
 39572 (1993 DQ1),16.46,0.184,2.037083265,0.492291285,10.02433438,313.5517603,344.8338157,157.6072437,1.034244926,3.039921603,2.907511048
 39796 (1997 TD),15.79,0.205,2.249849716,0.468257134,12.91801429,158.9488418,170.953231,18.78143135,1.196341535,3.303357897,3.374725603
 40263 (1999 FQ5),17.71,0.177,1.494794215,0.161130552,25.84517981,172.8152236,198.7150646,222.5230519,1.253937199,1.735651232,1.827596489
 40267 (1999 GJ4),15.52,0.214,1.338744109,0.808454174,34.49650788,148.2303379,211.9281841,350.4477503,0.256430846,2.421057372,1.549011212
 40329 (1999 ML),17.67,,2.266475464,0.454519095,2.520496473,210.9409173,112.0091373,152.3030628,1.236319088,3.29663184,3.412202016
 41429 (2000 GE2),20.38,0.267,1.592845748,0.555413879,2.17328378,351.9252964,297.2261253,172.5182925,0.708157112,2.477534385,2.010336618
 41440 (2000 HZ23),19.8,,1.57559305,0.211266915,15.10556108,64.05939558,200.0447092,225.1640485,1.242722366,1.908463733,1.977763178
 42286 (2001 TN41),16.51,,1.419489703,0.391687706,24.07103814,55.84175615,150.9017618,126.9901504,0.863493037,1.975486369,1.69124518
 48603 (1995 BC2),17.55,0.227,1.917911176,0.429493051,5.025588597,328.2499285,81.76971675,16.08301102,1.094181654,2.741640697,2.656139847
 52340 (1992 SY),17.8,,2.214063775,0.548083873,8.066079201,5.346504183,116.1521263,218.609478,1.000571127,3.427556423,3.294529432
 52381 (1993 HA),20.07,,1.278200445,0.143996111,7.725553867,183.2603081,263.9012836,298.0693797,1.094144553,1.462256338,1.445129109
 52387 Huitzilopochtli (1993 OM7),17.7,0.171,1.282099735,0.189681881,24.15274659,297.5843622,195.5662316,246.9322329,1.038908645,1.525290824,1.451746935
 52689 (1998 FF2),18.79,,1.561865765,0.292269594,10.98297649,4.685090272,265.1347538,275.3757303,1.105379892,2.018351638,1.951972795
 52750 (1998 KK17),16.46,0.471,1.427270279,0.524921354,11.17113116,141.3395304,334.1372117,250.6736918,0.678065632,2.176474927,1.705169421
 52760 (1998 ML14),17.48,,2.408293417,0.623566171,2.428236247,338.7196341,20.27335415,29.86466527,0.906563112,3.910023722,3.737423398
 52761 (1998 MN14),17.84,,1.554654243,0.224053428,19.48092094,258.9948885,350.4454349,329.2646536,1.20632863,1.902979855,1.938469298
 52762 (1998 MT24),14.84,0.051,2.419317395,0.65133305,33.88135435,309.1585311,254.399256,73.30184368,0.843536016,3.995098774,3.763114861
 52768 (1998 OR2),16,,2.383353768,0.573675159,5.870364909,26.95326292,174.5685369,118.1492429,1.016082915,3.750624621,3.67951831
 53110 (1999 AR7),16.72,,1.644618059,0.21440628,40.62158227,85.43531948,58.23733584,192.7457792,1.29200162,1.997234498,2.109141827
 53319 (1999 JM8),15.25,,2.724419375,0.641735458,13.84212937,133.6195714,166.834887,324.6295174,0.97606286,4.472775891,4.496961222
 53409 (1999 LU7),18.68,,2.101182072,0.628265469,10.87279616,206.7124391,147.7135428,55.13874922,0.781081931,3.421282213,3.045816481
 53426 (1999 SL5),17.22,,1.922653454,0.538630575,22.77492345,239.0910844,43.3327308,83.03851649,0.887053518,2.95825339,2.665997396
 53429 (1999 TF5),18.9,,2.022980345,0.639895617,26.78339855,199.2197839,64.07699064,229.0308644,0.728484089,3.317476602,2.877369907
 53430 (1999 TY16),16.62,0.266,2.099119929,0.403346844,60.39402467,241.9282009,156.9404232,59.97473856,1.252446531,2.945793326,3.041333739
 53435 (1999 VM40),14.71,,2.311844466,0.482695377,15.34226005,51.35722392,354.4519054,71.64566629,1.195927831,3.427761102,3.515168286
 53550 (2000 BF19),19.1,,1.495338098,0.419624834,7.176098938,313.2154721,324.9108874,138.2985669,0.867857097,2.122819099,1.828594039
 53789 (2000 ED104),17.33,0.222,1.370620086,0.269213191,40.78536778,190.0262012,218.3333799,217.3903343,1.001631078,1.739609093,1.604663004
 54071 (2000 GQ146),17.23,,1.329296712,0.197549699,23.44104451,36.3496205,128.2536245,338.5557744,1.066694547,1.591898878,1.532643326
 54401 (2000 LM),17.21,0.181,1.710715308,0.262381188,18.95031592,240.859662,67.07244769,126.674171,1.261855793,2.159574823,2.237560644
 54509 YORP (2000 PH5),22.7,,1.005969557,0.22998267,1.599393806,278.2293427,278.926502,3.18827549,0.774613993,1.237325122,1.008986742
 54660 (2000 UJ1),17.86,,1.476729469,0.280691236,46.68791698,223.711936,158.0076639,186.0877696,1.062224449,1.891234489,1.79456674
 54686 (2001 DU8),16.6,0.244,1.776910875,0.341734038,33.20626316,161.7042943,265.8844155,266.3485805,1.169679947,2.384141804,2.368681512
 54690 (2001 EB),17.1,,1.629420524,0.25659594,35.36103441,33.5205789,99.62894276,304.5459849,1.211317833,2.047523215,2.079974333
 54789 (2001 MZ7),14.99,0.856,1.775846093,0.287655581,24.47042087,130.0831449,20.04400283,284.0490288,1.265014053,2.286678134,2.366552746
 55408 (2001 TC2),18.8,0.342,1.099788066,0.224583195,30.39126294,193.8331734,353.5229947,257.643784,0.852794148,1.346781984,1.153378114
 55532 (2001 WG2),16.04,0.376,1.794704552,0.695367721,38.5076826,81.482865,132.3379596,0.520963578,0.546724938,3.042684167,2.404349784
 65674 (1988 SM),18.15,,1.664640353,0.344103483,10.94957514,0.875288698,313.2702626,112.16293,1.091831809,2.237448897,2.147775231
 65679 (1989 UQ),19.5,0.033,0.914761547,0.264550805,1.302779256,178.1014093,14.99217221,279.6350303,0.672760643,1.156762451,0.874923441
 65690 (1991 DG),19.11,,1.427697694,0.363067285,11.14382407,180.1223043,63.32463555,236.7368436,0.909347368,1.946048019,1.705935431
 65706 (1992 NA),16.5,,2.396517824,0.555867714,9.641267039,349.1865859,8.699523658,277.367821,1.064370941,3.728664707,3.710045172
 65717 (1993 BX3),20.75,,1.395251538,0.281120634,2.808677631,174.7665836,290.947481,104.6599654,1.003017542,1.787485534,1.648112932
 65733 (1993 PC),18.38,,1.153898573,0.474351279,4.151984159,337.0063759,168.5775592,359.0679393,0.60654531,1.701251837,1.239537462
 65803 Didymos (1996 GT),18.07,,1.644394197,0.383697481,3.407705712,73.199435,319.318868,136.6502278,1.013444286,2.275344107,2.108711203
 65909 (1998 FH12),19.23,,1.09111001,0.539670843,3.56023329,108.6109582,284.4881079,235.727023,0.502269751,1.679950269,1.139753704
 65996 (1998 MX5),18.41,,2.938005494,0.60436246,9.549738717,265.3035943,57.1281302,207.9561355,1.162385266,4.713625723,5.036016075
 66008 (1998 QH2),16.02,0.319,1.426096307,0.362674325,61.013291,168.9343601,13.96351756,293.5580276,0.908887792,1.943304822,1.703066025
 66063 (1998 RO1),17.85,,0.990939283,0.720178527,22.68911484,351.8487761,151.1563091,303.7387904,0.27728609,1.704592476,0.986458388
 66146 (1998 TU3),14.49,0.224,0.78739779,0.483738937,5.40895844,102.0060808,84.83442844,332.7366754,0.40650282,1.16829276,0.698714071
 66251 (1999 GJ2),16.93,0.187,1.535596217,0.197944218,11.27814772,196.2020983,142.4819711,121.6004277,1.231633824,1.83955861,1.902934118
 66253 (1999 GT3),18.4,,1.333938027,0.837716517,19.50076314,157.3774215,261.0884558,193.2304364,0.216476109,2.451399945,1.540677294
 66272 (1999 JW6),17.15,0.4,1.507525541,0.143333488,51.31126929,66.38832763,68.45209786,62.1919797,1.291446647,1.723604435,1.850994893
 66391 Moshup (1999 KW4),16.59,,0.642365067,0.688365594,38.87991326,244.9016457,192.6452137,152.0353763,0.200183056,1.084547078,0.514850424
 66400 (1999 LT7),19.28,0.182,0.855429331,0.57240221,9.067819095,79.83022117,341.3645604,187.391626,0.365779691,1.345078971,0.791196592
 66407 (1999 LQ28),18.96,,1.198489621,0.120045378,21.77107944,94.99701891,320.5332907,143.182782,1.054616481,1.342362761,1.312077893
 66959 (1999 XO35),16.62,,2.540049969,0.565316816,20.60852732,81.93352367,293.4135943,138.8918582,1.104117007,3.975982931,4.048289787
 67367 (2000 LY27),17.07,,1.308502573,0.212743667,9.023870872,264.5313574,184.8184238,176.1508061,1.030126937,1.586878208,1.49682171
 67381 (2000 OL8),19.8,,1.320538165,0.542886619,10.66626179,294.9533842,266.7953659,336.1379816,0.603635665,2.037440665,1.517520749
 67399 (2000 PJ6),18.3,,1.30124851,0.346168562,14.69295231,332.8815544,225.2720414,126.8397354,0.850797184,1.751699836,1.48439188
 68031 (2000 YK29),18.06,,1.376425165,0.128515108,15.17333484,123.6484317,31.89310757,201.0187535,1.199533737,1.553316593,1.614868297
 68063 (2000 YJ66),15.47,0.211,2.332833205,0.458078289,5.72166934,308.8648721,50.28232158,335.3823631,1.264212961,3.401453449,3.563146958
 68216 (2001 CV26),16.52,0.449,1.319736368,0.326521213,17.9934125,18.14396915,48.7259839,239.2032106,0.888814448,1.750658287,1.51613886
